Close,CloseTarget,MACD,MACDTarget,Stochastics,StochasticsTarget,ATR,ATRTarget
26.5397,26.768499,-0.4265921202,-0.3858439334,14.6337027596,19.4441624982,0.686401,2.9743
26.768499,30.8638,-0.3858439334,-0.1209892512,19.4441624982,69.1661405468,2.9743,4.232602
30.8638,29.7428,-0.1209892512,0.005553382,69.1661405468,68.9656107906,4.232602,1.121
29.7428,32.4883,0.005553382,0.2489062441,68.9656107906,100,1.121,2.7455
32.4883,26.7456,0.2489062441,0.0845269483,100,21.5617444989,2.7455,6.291799
26.7456,28.759001,0.0845269483,0.0903468223,21.5617444989,49.0623386557,6.291799,2.3794
28.759001,29.514,0.0903468223,0.1401560998,49.0623386557,59.3747012143,2.3794,0.754999
29.514,29.399599,0.1401560998,0.1672044182,59.3747012143,57.81212353,0.754999,0.572001
29.399599,29.879999,0.1672044182,0.2134056363,57.81212353,64.373799735,0.572001,0.938002
29.879999,28.8505,0.2134056363,0.1789656706,64.373799735,50.3121030418,0.938002,1.281198
28.8505,29.628401,0.1789656706,0.200941052,50.3121030418,60.9372788986,1.281198,0.8923
29.628401,25.8533,0.200941052,-0.0238497789,60.9372788986,0,0.8923,3.775101
25.8533,26.3109,-0.0238497789,-0.1472052978,0,6.8967596081,3.775101,1.8303
26.3109,25.967699,-0.1472052978,-0.2467343444,6.8967596081,1.7241748304,1.8303,1.258402
25.967699,25.967699,-0.2467343444,-0.3042258072,1.7241748304,1.7241748304,1.258402,0.8008
25.967699,26.0821,-0.3042258072,-0.3227393305,1.7241748304,3.4483798041,0.8008,0.8008
26.0821,23.451,-0.3227393305,-0.4929204988,3.4483798041,0,0.8008,3.2031
23.451,22.879,-0.4929204988,-0.628549508,0,0,3.2031,1.349901
22.879,24.251801,-0.628549508,-0.6060103828,0,19.6086444235,1.349901,1.372801
24.251801,24.9382,-0.6060103828,-0.5179657563,19.6086444235,29.4129452097,1.372801,0.686399
24.9382,23.794201,-0.5179657563,-0.5089161797,29.4129452097,13.0724343769,0.686399,1.2584
23.794201,24.251801,-0.5089161797,-0.4472993108,13.0724343769,19.6086444235,1.2584,0.4576
24.251801,25.167,-0.4472993108,-0.3190668423,19.6086444235,33.8993045457,0.4576,0.915199
25.167,26.0821,-0.3190668423,-0.1475301029,33.8993045457,47.457544751,0.915199,1.029499
26.0821,25.8533,-0.1475301029,-0.0288718172,47.457544751,86.666278155,1.029499,0.6864
25.8533,24.9382,-0.0288718172,0.0016746266,86.666278155,60.0017483027,0.6864,0.9151
24.9382,24.9382,0.0016746266,0.0320811031,60.0017483027,64.28772127,0.9151,0.5492
24.9382,23.062099,0.0320811031,-0.0682384963,64.28772127,5.7163060785,0.5492,1.876101
23.062099,22.3071,-0.0682384963,-0.1799537629,5.7163060785,0,1.876101,1.098101
22.3071,21.9639,-0.1799537629,-0.2674438768,0,0,1.098101,0.3432
21.9639,22.3071,-0.2674438768,-0.287035113,0,8.3337380409,0.3432,0.457599
22.3071,22.3071,-0.287035113,-0.2817743531,8.3337380409,8.3337380409,0.457599,0
22.3071,20.019199,-0.2817743531,-0.4189105706,8.3337380409,0,0,3.294599
20.019199,18.989599,-0.4189105706,-0.5635897756,0,0,3.294599,1.212598
18.989599,17.7313,-0.5635897756,-0.7245064847,0,0,1.212598,1.3727
17.7313,17.4338,-0.7245064847,-0.8234653385,0,0,1.3727,0.572
17.4338,17.273701,-0.8234653385,-0.865030866,0,0,0.572,1.143999
17.273701,17.502501,-0.865030866,-0.8364304442,0,2.6667913034,1.143999,0.549099
17.502501,17.502501,-0.8364304442,-0.7744946666,2.6667913034,2.9851918566,0.549099,0.617698
17.502501,18.3032,-0.7744946666,-0.6335396202,2.9851918566,13.432045591,0.617698,1.258298
18.3032,18.143101,-0.6335396202,-0.5086468698,13.432045591,15.0196997511,1.258298,0.160099
18.143101,19.447201,-0.5086468698,-0.2947195806,15.0196997511,43.1815558433,0.160099,1.761699
19.447201,20.934299,-0.2947195806,-0.0114696933,43.1815558433,72.7261637712,1.761699,1.555799
20.934299,20.819901,-0.0114696933,0.1979777988,72.7261637712,70.4533854757,1.555799,0.320299
20.819901,19.104,0.1979777988,0.234668219,70.4533854757,36.3630818856,0.320299,1.944701
19.104,19.584499,0.234668219,0.3042656206,36.3630818856,63.1262433078,1.944701,1.2584
19.584499,19.858999,0.3042656206,0.3798511594,63.1262433078,70.6250180981,1.2584,0.6406
19.858999,19.676001,0.3798511594,0.424240659,70.6250180981,65.6258895405,0.6406,0.915201
19.676001,19.5616,0.424240659,0.4496175025,65.6258895405,62.500689778,0.915201,0.983801
19.5616,20.4767,0.4496175025,0.5336677774,62.500689778,87.4993375399,0.983801,1.029499
20.4767,20.7055,0.5336677774,0.6068630031,87.4993375399,93.3329700641,1.029499,1.715898
20.7055,19.676001,0.6068630031,0.5795769107,93.3329700641,63.3341472896,1.715898,1.2125
19.676001,17.3652,0.5795769107,0.3901396414,63.3341472896,0,1.2125,2.379401
17.3652,17.8685,0.3901396414,0.2929377572,0,14.1015981905,2.379401,1.624399
17.8685,17.8228,0.2929377572,0.2243141912,14.1015981905,12.8211629882,1.624399,0.617701
17.8228,17.273701,0.2243141912,0.141787003,12.8211629882,0,0.617701,1.1668
17.273701,17.319401,0.141787003,0.0944493931,0,1.2887034008,1.1668,0.457599
17.319401,17.250799,0.0944493931,0.0651499474,1.2887034008,0,0.457599,0.3661
17.250799,22.3071,0.0651499474,0.4161090183,0,100,0.3661,6.429001
22.3071,22.993401,0.4161090183,0.7108408542,100,100,6.429001,0.777899
22.993401,22.3757,0.7108408542,0.8623772624,100,89.2435345511,0.777899,1.395602
22.3757,24.023001,0.8623772624,1.0692954114,89.2435345511,100,1.395602,1.990499
24.023001,23.794201,1.0692954114,1.1731073621,100,96.6214829386,1.990499,0.4576
23.794201,22.879,1.1731073621,1.1504023738,96.6214829386,83.1073999269,0.4576,1.029501
22.879,22.8104,1.1504023738,1.0985449691,83.1073999269,82.0944354584,1.029501,0.343102
22.8104,22.879,1.0985449691,1.0363653256,82.0944354584,83.1073999269,0.343102,0.2974
22.879,19.3328,1.0363653256,0.7086661601,83.1073999269,30.743338725,0.2974,3.889401
19.3328,21.5063,0.7086661601,0.6133095987,30.743338725,62.8377741833,3.889401,3.088699
21.5063,21.849501,0.6133095987,0.5529430395,62.8377741833,67.9055645416,3.088699,0.686399
21.849501,21.8953,0.5529430395,0.4972264623,67.9055645416,68.5818438375,0.686399,0.617799
21.8953,20.1336,0.4972264623,0.3164069009,68.5818438375,42.5681484398,0.617799,2.219299
20.1336,21.3004,0.3164069009,0.2627612702,42.5681484398,41.9512937718,2.219299,1.8303
21.3004,23.336599,0.2627612702,0.3625532158,41.9512937718,85.3651901059,1.8303,2.264999
23.336599,23.565399,0.3625532158,0.4373277512,85.3651901059,90.2434458566,2.264999,0.572
23.565399,23.565399,0.4373277512,0.4751686958,90.2434458566,90.2434458566,0.572,0.274601
23.565399,23.359501,0.4751686958,0.4704494587,90.2434458566,90.256423935,0.274601,0.4347
23.359501,23.1078,0.4704494587,0.4320483131,90.256423935,89.1886994256,0.4347,0.480501
23.1078,24.9382,0.4320483131,0.5199957935,89.1886994256,100,0.480501,1.8304
24.9382,24.4806,0.5199957935,0.5294956398,100,91.8364434296,1.8304,0.8008
24.4806,23.451,0.5294956398,0.441733483,91.8364434296,73.468441146,0.8008,1.830301
23.451,23.451,0.441733483,0.3615573391,73.468441146,69.0463305998,1.830301,0
23.451,22.993401,0.3615573391,0.2560424361,69.0463305998,59.5221454439,0,0.800701
22.993401,22.879,0.2560424361,0.1603611506,59.5221454439,57.1410731382,0.800701,2.059101
22.879,22.993401,0.1603611506,0.0909025577,57.1410731382,59.5221454439,2.059101,0.343102
22.993401,22.879,0.0909025577,0.0256280303,59.5221454439,43.3943592281,0.343102,0.114401
22.879,22.879,0.0256280303,-0.0264328682,43.3943592281,0,0.114401,1.2583
22.879,22.0783,-0.0264328682,-0.1249486729,0,0,1.2583,1.0295
22.0783,22.261299,-0.1249486729,-0.182337735,0,6.3987901675,1.0295,0.2288
22.261299,21.9639,-0.182337735,-0.2431664261,6.3987901675,0,0.2288,0.915199
21.9639,21.7351,-0.2431664261,-0.2992793507,0,0,0.915199,0.2288
21.7351,21.7351,-0.2992793507,-0.3335139292,0,0,0.2288,0.686399
21.7351,21.849501,-0.3335139292,-0.3426378551,0,4.1668548534,0.686399,0.572
21.849501,21.5063,-0.3426378551,-0.3662191962,4.1668548534,0,0.572,0.4576
21.5063,21.163099,-0.3662191962,-0.3988254573,0,0,0.4576,0.4576
21.163099,21.2775,-0.3988254573,-0.4034543842,0,6.25038928,0.4576,0.4576
21.2775,21.5063,-0.4034543842,-0.379536517,6.25038928,18.7510585685,0.4576,0.6864
21.5063,20.934299,-0.379536517,-0.3933029528,18.7510585685,0,0.6864,0.572001
20.934299,21.9181,-0.3933029528,-0.321074848,0,50.5888051685,0.572001,1.144001
21.9181,21.0487,-0.321074848,-0.3231772848,50.5888051685,5.8827038193,1.144001,0.983801
21.0487,22.0783,-0.3231772848,-0.2409387055,5.8827038193,86.2095704597,0.983801,1.0296
22.0783,22.879,-0.2409387055,-0.1180094941,86.2095704597,100,1.0296,1.2354
22.879,22.650299,-0.1180094941,-0.0440723115,100,88.239785962,1.2354,0.457501
22.650299,22.993401,-0.0440723115,0.0340579086,88.239785962,100,0.457501,0.457501
22.993401,20.614,0.0340579086,-0.0828279321,100,0,0.457501,2.379401
20.614,21.0945,-0.0828279321,-0.1280960248,0,20.1941581095,2.379401,1.1211
21.0945,20.1336,-0.1280960248,-0.2247495356,20.1941581095,0,1.1211,1.075301
20.1336,18.0744,-0.2247495356,-0.4331421898,0,0,1.075301,2.0592
18.0744,20.1336,-0.4331421898,-0.4175259112,0,41.8621585968,2.0592,2.0592
20.1336,21.2775,-0.4175259112,-0.3096855599,41.8621585968,65.1168804397,2.0592,1.3727
21.2775,21.7351,-0.3096855599,-0.1891727407,65.1168804397,74.4195823502,1.3727,0.6864
21.7351,22.3071,-0.1891727407,-0.0551410891,74.4195823502,86.0479597382,0.6864,0.572
22.3071,22.421499,-0.0551410891,0.051357754,86.0479597382,88.3736148864,0.572,0.343199
22.421499,21.5063,0.051357754,0.0610697578,88.3736148864,69.768231395,0.343199,0.915199
21.5063,20.4767,0.0610697578,-0.0060580663,69.768231395,48.8371520965,0.915199,2.516701
20.4767,22.650299,-0.0060580663,0.1047436438,48.8371520965,93.0249658416,2.516701,2.516699
22.650299,21.5063,0.1047436438,0.0991774897,93.0249658416,69.768231395,2.516699,1.143999
21.5063,19.7904,0.0991774897,-0.029436502,69.768231395,37.5008277062,1.143999,1.7159
19.7904,19.9048,-0.029436502,-0.1092764043,37.5008277062,40.0008828866,1.7159,0.228799
19.9048,19.9048,-0.1092764043,-0.1602652426,40.0008828866,40.0008828866,0.228799,0.5491
19.9048,20.019199,-0.1602652426,-0.1808877496,40.0008828866,42.5009162134,0.5491,1.921799
20.019199,20.7055,-0.1808877496,-0.1381754555,42.5009162134,31.9976334829,1.921799,1.464201
20.7055,21.552099,-0.1381754555,-0.0405010908,31.9976334829,61.600042519,1.464201,1.3728
21.552099,22.650299,-0.0405010908,0.1109213761,61.600042519,100,1.3728,1.326901
22.650299,23.336599,0.1109213761,0.2657135104,100,100,1.326901,0.9151
23.336599,23.496799,0.2657135104,0.3798692356,100,100,0.9151,1.029501
23.496799,24.7094,0.3798692356,0.5368511525,100,100,1.029501,1.899001
24.7094,26.2652,0.5368511525,0.7430497137,100,100,1.899001,1.6015
26.2652,26.2652,0.7430497137,0.8648295187,100,100,1.6015,0
26.2652,26.0821,0.8648295187,0.9090664391,100,97.1721134244,0,1.189801
26.0821,26.288,0.9090664391,0.9241059651,97.1721134244,100,1.189801,1.3727
26.288,27.3405,0.9241059651,0.9778053323,100,100,1.3727,1.716
27.3405,26.3109,0.9778053323,0.9064548512,100,86.1532875183,1.716,1.1211
26.3109,26.356701,0.9064548512,0.8253792601,86.1532875183,86.5625112258,1.1211,0.045801
26.356701,27.1117,0.8253792601,0.7900088947,86.5625112258,96.5516201959,0.045801,0.754999
27.1117,27.1117,0.7900088947,0.7328904154,96.5516201959,96.0472676306,0.754999,0
27.1117,27.454901,0.7328904154,0.6860639629,96.0472676306,100,0,0.343201
27.454901,27.9811,0.6860639629,0.6603452724,100,100,0.343201,0.915098
27.9811,28.941999,0.6603452724,0.680787396,100,100,0.915098,1.006701
28.941999,28.8276,0.680787396,0.6551504081,100,97.297192576,1.006701,0.389
28.8276,28.8276,0.6551504081,0.6053063828,97.297192576,95.9998937025,0.389,0.732099
28.8276,28.0497,0.6053063828,0.4834450645,95.9998937025,68.7996324346,0.732099,1.2583
28.0497,28.7132,0.4834450645,0.4176243614,68.7996324346,91.9997524388,1.2583,0.7779
28.7132,29.2852,0.4176243614,0.3863746355,91.9997524388,100,0.7779,0.777899
29.2852,30.2003,0.3863746355,0.404691426,100,100,0.777899,1.1439
30.2003,29.0564,0.404691426,0.3090883582,100,70.5892939785,1.1439,1.1439
29.0564,29.857201,0.3090883582,0.2754744856,70.5892939785,91.0734964808,1.1439,1.075402
29.857201,30.1546,0.2754744856,0.2501880652,91.0734964808,98.520365214,1.075402,0.4575
30.1546,30.635,0.2501880652,0.2444338047,98.520365214,100,0.4575,0.617701
30.635,31.4587,0.2444338047,0.2770043826,100,100,0.617701,1.372799
31.4587,31.344299,0.2770043826,0.2678933007,100,96.7103462158,1.372799,0.686399
31.344299,30.6579,0.2678933007,0.188310331,96.7103462158,76.5092402464,0.686399,1.0296
30.6579,31.5273,0.188310331,0.173058535,76.5092402464,100,1.0296,1.0525
31.5273,31.4587,0.173058535,0.1361144986,100,98.0273752013,1.0525,0.640598
31.4587,30.841,0.1361144986,0.0454759016,98.0273752013,80.2651253738,0.640598,1.0296
30.841,30.314699,0.0454759016,-0.0736219367,80.2651253738,56.9098113073,1.0296,0.8695
30.314699,29.7428,-0.0736219367,-0.2121767169,56.9098113073,27.7793516532,0.8695,0.686298
29.7428,28.598801,-0.2121767169,-0.4008619948,27.7793516532,0,0.686298,1.143999
28.598801,28.8276,-0.4008619948,-0.5198584669,0,7.8128420054,1.143999,0.3432
28.8276,29.7428,-0.5198584669,-0.5360459289,7.8128420054,39.0643466158,0.3432,1.1439
29.7428,29.170799,-0.5360459289,-0.5853857039,39.0643466158,19.5321220871,1.1439,0.709299
29.170799,29.170799,-0.5853857039,-0.614793948,19.5321220871,19.5321220871,0.709299,0
29.170799,29.170799,-0.614793948,-0.628508905,19.5321220871,19.5321220871,0,0
29.170799,29.674101,-0.628508905,-0.5938697431,19.5321220871,36.718469086,0,0.549101
29.674101,30.2003,-0.5938697431,-0.5239193605,36.718469086,54.6866842024,0.549101,0.571899
30.2003,30.063101,-0.5239193605,-0.4783335421,54.6866842024,50.0017244329,0.571899,0.4575
30.063101,29.7199,-0.4783335421,-0.4656272202,50.0017244329,39.2006500929,0.4575,0.343201
29.7199,29.857201,-0.4656272202,-0.4414824236,39.2006500929,56.1234752134,0.343201,0.297399
29.857201,29.193701,-0.4414824236,-0.4670327147,56.1234752134,34.6698929657,0.297399,0.9839
29.193701,30.4291,-0.4670327147,-0.3899457917,34.6698929657,100,0.9839,1.509998
30.4291,30.8867,-0.3899457917,-0.2983437839,100,100,1.509998,0.6635
30.8867,30.680799,-0.2983437839,-0.2467256394,100,90.0004370842,0.6635,0.205901
