Close,0,1,2,ATR
50.819469,50.824436,-0.15302772423075653,24.38768862303173,1.2568249999999992
50.824436,52.324677,-0.11337337725765378,24.49417010153575,0.8494760000000028
52.324677,53.402668000000006,-0.0010828361569324152,56.65601423125925,2.6130020000000016
53.402668000000006,55.384777,0.13478620799489016,94.81016064310244,1.5300520000000049
55.384777,55.638126,0.3335185622194491,100.0,2.5881650000000036
55.638126,56.616764,0.47210243350372727,99.99999999999999,2.001979999999996
56.616764,58.365391,0.6070437963037078,100.0,2.0615880000000004
58.365391,59.294346,0.7807237727591037,100.0,1.9572720000000103
59.294346,58.53925699999999,0.9272962163365556,100.0,2.399390999999987
58.53925699999999,58.807514000000005,0.9484762729454055,92.14470147142043,1.4455990000000014
58.807514000000005,60.01963000000001,0.9435380948228519,94.9354172908553,1.4207569999999947
60.01963000000001,59.527828,0.9784372680730637,100.0,2.786873000000007
59.527828,58.747902,0.9328127612635012,94.85446179542346,2.1559799999999925
58.747902,63.020115000000004,0.8131159174178288,86.17711146576673,1.5300489999999982
63.020115000000004,65.116478,0.9674829802813119,100.0,4.540469999999992
65.116478,64.381264,1.1689939478431073,100.0,4.366602999999998
64.381264,65.861633,1.212586745835347,93.72352804083386,1.6393430000000109
65.861633,67.09362,1.2878775275475454,100.0,2.6527480000000025
67.09362,68.737923,1.365794398134366,100.0,2.131141999999997
68.737923,68.097092,1.469438052473169,100.0,3.124672000000004
68.097092,68.976372,1.4341467967452313,93.8218460063561,1.2170789999999982
68.976372,68.41999100000001,1.4028064232944564,100.0,1.6542359999999974
68.41999100000001,67.192978,1.277059046422028,94.66920695996943,1.3214040000000011
67.192978,68.256058,1.0419654734642148,82.56441090407459,2.4888150000000024
68.256058,69.99475100000001,0.8920553259819326,92.95775419002058,2.0914000000000073
69.99475100000001,70.541199,0.8523087796715259,100.0,3.0551300000000055
70.541199,71.589378,0.8089364936288748,100.0,1.8976590000000044
71.589378,74.098061,0.7981790055196427,100.0,1.7635350000000045
74.098061,73.49200400000001,0.9109423344841234,100.0,3.969184999999996
73.49200400000001,69.791077,0.8906752056848561,93.76279035159433,2.508681999999993
69.791077,74.207352,0.5613042965823065,47.70810841787243,4.664657999999989
74.207352,85.657875,0.5889482074143819,100.0,4.788855999999996
85.657875,93.094513,1.3581361153717775,100.0,15.29551699999999
93.094513,90.312607,2.344258883263017,100.0,10.928924999999992
90.312607,92.384132,2.733764628108912,89.25968673285192,6.279159000000007
92.384132,96.025444,3.0279336770499334,97.25737876152895,3.849959999999996
96.025444,94.704041,3.3527571928264166,100.0,4.366599999999991
94.704041,97.38163,3.335791053682085,95.24151164163302,4.64479
97.38163,96.805374,3.356740351761575,100.0,3.492285999999993
96.805374,95.215714,3.170328006651782,97.91140105093217,2.9359050000000053
95.215714,91.753235,2.7684285032582103,92.14979127094699,5.389946000000009
91.753235,84.127831,2.0916395971668953,79.60028202406818,4.13311800000001
84.127831,85.71749100000001,0.9450555350690424,51.962546745619775,8.022819999999996
85.71749100000001,83.804932,0.1561702131970666,57.72415652560501,3.0253210000000053
83.804932,83.387642,-0.604167847166809,41.41479618048939,4.932915000000008
83.387642,90.918663,-1.2132544387678408,0.0,3.0750050000000044
90.918663,90.411957,-1.1296138744047717,53.8161173212382,8.03771900000001
90.411957,91.837685,-1.1307356122754895,50.19523383898858,6.15993499999999
91.837685,85.712524,-1.0526771423565027,60.38338034876114,4.754081999999997
85.712524,85.69265,-1.4581159197039408,16.613434283350838,6.974639999999994
85.69265,83.22867600000001,-1.754717157633979,16.471416153851216,4.222541000000007
83.22867600000001,84.152664,-2.137476921189454,0.0,4.3169169999999895
84.152664,82.016563,-2.324597006909624,6.805690161186429,1.7188259999999929
82.016563,83.218742,-2.583638607681036,0.0,4.068543000000005
83.218742,86.815353,-2.643769679610937,12.24075008945009,2.8464819999999946
86.815353,89.115387,-2.3875927357508187,48.86193247573956,4.8136909999999915
