Close,CloseTarget,MACD,MACDTarget,Stochastics,StochasticsTarget,ATR,ATRTarget
1.5223,1.5181,0.0073955561,0.0081437405,100,93.5681470138,0.0157,0.0096
1.5181,1.5208,0.0081437405,0.0085699193,93.5681470138,97.7029096478,0.0096,0.012
1.5208,1.521,0.0085699193,0.0085661927,97.7029096478,97.7777777778,0.012,0.0077
1.521,1.5271,0.0085661927,0.0086732699,97.7777777778,100,0.0077,0.0157
1.5271,1.5389,0.0086732699,0.0092544044,100,100,0.0157,0.0135
1.5389,1.5351,0.0092544044,0.0090207311,100,94.3786982249,0.0135,0.0147
1.5351,1.5341,0.0090207311,0.0084107138,94.3786982249,92.899408284,0.0147,0.0091
1.5341,1.5333,0.0084107138,0.0075595647,92.899408284,90.2777777778,0.0091,0.0214
1.5333,1.5571,0.0075595647,0.0083230724,90.2777777778,100,0.0214,0.0238
1.5571,1.564,0.0083230724,0.0089779479,100,100,0.0238,0.0124
1.564,1.5675,0.0089779479,0.0092809954,100,100,0.0124,0.0158
1.5675,1.5729,0.0092809954,0.0094521222,100,100,0.0158,0.0231
1.5729,1.5626,0.0094521222,0.0083868224,100,81.204379562,0.0231,0.0216
1.5626,1.5633,0.0083868224,0.0072638578,81.204379562,82.4817518248,0.0216,0.0204
1.5633,1.5434,0.0072638578,0.004648819,82.4817518248,43.3781190019,0.0204,0.0255
1.5434,1.5432,0.004648819,0.0024741744,43.3781190019,42.774566474,0.0255,0.0068
1.5432,1.5432,0.0024741744,0.0006909939,42.774566474,35.1528384279,0.0068,0.0116
1.5432,1.5629,0.0006909939,0.0006543114,35.1528384279,74.7474747475,0.0116,0.0251
1.5629,1.5845,0.0006543114,0.0019859688,74.7474747475,100,0.0251,0.0276
1.5845,1.5781,0.0019859688,0.0022274766,100,87.5,0.0276,0.0122
1.5781,1.5802,0.0022274766,0.0023002991,87.5,91.6015625,0.0122,0.01
1.5802,1.5774,0.0023002991,0.0018974378,91.6015625,82.808716707,0.01,0.0136
1.5774,1.561,0.0018974378,0.0001934431,82.808716707,43.0992736077,0.0136,0.0227
1.561,1.5688,0.0001934431,-0.0006364337,43.0992736077,61.985472155,0.0227,0.0169
1.5688,1.568,-0.0006364337,-0.001440174,61.985472155,60.0484261501,0.0169,0.0184
1.568,1.5737,-0.001440174,-0.0017315315,60.0484261501,73.8498789346,0.0184,0.0138
1.5737,1.5703,-0.0017315315,-0.0023036553,73.8498789346,65.617433414,0.0138,0.011
1.5703,1.5701,-0.0023036553,-0.0028231312,65.617433414,65.1331719128,0.011,0.0125
1.5701,1.5832,-0.0028231312,-0.00233082,65.1331719128,96.8523002421,0.0125,0.0182
1.5832,1.5743,-0.00233082,-0.002717607,96.8523002421,75.3026634383,0.0182,0.0189
1.5743,1.5807,-0.002717607,-0.0026103719,75.3026634383,83.829787234,0.0189,0.0118
1.5807,1.5845,-0.0026103719,-0.0023419014,83.829787234,100,0.0118,0.0216
1.5845,1.5792,-0.0023419014,-0.0026189694,100,77.4468085106,0.0216,0.0125
1.5792,1.595,-0.0026189694,-0.0017540164,77.4468085106,100,0.0125,0.022
1.595,1.5896,-0.0017540164,-0.0016314426,100,84.1176470588,0.022,0.0138
1.5896,1.5815,-0.0016314426,-0.0022282394,84.1176470588,60.2941176471,0.0138,0.0247
1.5815,1.5906,-0.0022282394,-0.0020758316,60.2941176471,83.7037037037,0.0247,0.0157
1.5906,1.5988,-0.0020758316,-0.0014622512,83.7037037037,100,0.0157,0.0185
1.5988,1.5888,-0.0014622512,-0.001848063,100,65.1567944251,0.0185,0.0141
1.5888,1.5683,-0.001848063,-0.0036780033,65.1567944251,0,0.0141,0.0254
1.5683,1.5625,-0.0036780033,-0.0054082727,0,0,0.0254,0.0154
1.5625,1.566,-0.0054082727,-0.0063391952,0,9.6418732782,0.0154,0.01
1.566,1.5569,-0.0063391952,-0.0075741619,9.6418732782,0,0.01,0.012
1.5569,1.5617,-0.0075741619,-0.0079775325,0,11.4558472554,0.012,0.0126
1.5617,1.547,-0.0079775325,-0.0091725584,11.4558472554,0,0.0126,0.0215
1.547,1.5429,-0.0091725584,-0.0101161925,0,0,0.0215,0.0141
1.5429,1.5492,-0.0101161925,-0.0100942582,0,11.2701252236,0.0141,0.0097
1.5492,1.5531,-0.0100942582,-0.0095529783,11.2701252236,18.2468694097,0.0097,0.0143
1.5531,1.5391,-0.0095529783,-0.0099370061,18.2468694097,0,0.0143,0.0174
1.5391,1.5407,-0.0099370061,-0.0098299167,0,2.6800670017,0.0174,0.0156
1.5407,1.5483,-0.0098299167,-0.0089379725,2.6800670017,15.4103852596,0.0156,0.0097
1.5483,1.5547,-0.0089379725,-0.007597034,15.4103852596,31.3883299799,0.0097,0.0206
1.5547,1.546,-0.007597034,-0.0070577295,31.3883299799,23.6301369863,0.0206,0.0136
1.546,1.5476,-0.0070577295,-0.0063533583,23.6301369863,31.5985130112,0.0136,0.0092
1.5476,1.5444,-0.0063533583,-0.0058924446,31.5985130112,19.7026022305,0.0092,0.0129
1.5444,1.5577,-0.0058924446,-0.0044265767,19.7026022305,82.3008849558,0.0129,0.0165
1.5577,1.5518,-0.0044265767,-0.003672278,82.3008849558,56.1946902655,0.0165,0.0148
1.5518,1.5657,-0.003672278,-0.0020180726,56.1946902655,100,0.0148,0.0177
1.5657,1.5789,-0.0020180726,0.0001699421,100,100,0.0177,0.0164
