Price,PriceTarget,MACD,Stochastics,ATR
0.0627,0.06785,0.0001091194440764351,36.30608312689238,0.011700000000000002
0.06785,0.0611,0.00045524355918862003,49.09451046972267,0.012889999999999992
0.0611,0.06,0.00031769439208770636,34.98349834983499,0.007849999999999996
0.06,0.06,0.00016157549031780086,33.08951584813652,0.0032999999999999974
0.06,0.057,5.7768782082349437e-05,33.08951584813652,0.006000000000000005
0.057,0.061,-0.00017762196651817733,33.50515463917525,0.005309999999999995
0.061,0.0623,-9.345272216005945e-05,54.123711340206164,0.003999999999999997
0.0623,0.059,5.159670924290919e-05,60.82474226804122,0.0017000000000000001
0.059,0.0609,-3.952281554931065e-05,43.814432989690694,0.0033000000000000043
0.0609,0.071,2.1469644674917813e-05,35.251798561151084,0.0020000000000000018
0.071,0.07,0.0006894429033777321,100.0,0.014199999999999997
0.07,0.067,0.001074399067912882,92.85714285714295,0.004489999999999994
0.067,0.07,0.0011232933212146166,71.42857142857149,0.015410000000000007
0.07,0.0645,0.0013139524444534551,92.85714285714295,0.008590000000000007
0.0645,0.067,0.00105391854834911,53.571428571428605,0.005500000000000005
0.067,0.06529,0.000999844964049064,71.42857142857149,0.0050000000000000044
0.06529,0.0655,0.0008177102335031575,59.21428571428574,0.0020000000000000018
0.0655,0.07,0.0006759849805978739,60.71428571428576,0.0059000000000000025
0.07,0.068,0.0008495260207308265,92.85714285714295,0.01447000000000001
0.068,0.0667,0.000807603767395723,75.00000000000009,0.0063
0.0667,0.0655,0.0006610703850490716,64.16666666666667,0.0013000000000000095
0.0655,0.0664,0.0004513656973467758,54.16666666666673,0.0016999999999999932
0.0664,0.066,0.0003449055440744646,54.455445544554486,0.0025000000000000022
0.066,0.06491,0.00022608651585677333,23.076923076923126,0.005200000000000003
0.06491,0.065,5.502618288021944e-05,7.454545454545333,0.0038899999999999907
0.065,0.0648,-6.692734332294716e-05,9.090909090909092,0.001590000000000008
0.0648,0.064,-0.00017025332704006038,5.454545454545354,0.0023999999999999994
0.064,0.065,-0.0002983436278243155,0.0,0.001799999999999996
0.065,0.0641,-0.00031522932469802854,16.666666666666668,0.0020000000000000018
0.0641,0.064,-0.00038441335741986547,1.666666666666713,0.000899999999999998
0.064,0.06497,-0.0004323404718189203,0.0,0.0007999999999999952
0.06497,0.06,-0.0003887742886098099,16.16666666666663,0.036890000000000006
0.06,0.0629,-0.000696232853385708,0.0,0.004970000000000002
0.0629,0.0634,-0.0006904437763044382,43.283582089552255,0.0032899999999999943
0.0634,0.06085,-0.0006312673331914591,53.12499999999998,0.0032999999999999974
0.06085,0.06238,-0.0007497600159514042,13.28125000000005,0.0025499999999999967
0.06238,0.0616,-0.0007020990610866222,39.666666666666636,0.0015299999999999966
0.0616,0.0616,-0.0007006664266787034,32.00000000000006,0.003500000000000003
0.0616,0.061,-0.0006761062494848125,32.00000000000006,0.0011000000000000038
0.061,0.062,-0.0006776476216511923,20.0,0.0017100000000000032
0.062,0.06111000000000001,-0.0005836550812564939,40.0,0.001009999999999997
0.06111000000000001,0.0618,-0.0005584163476949381,22.200000000000255,0.0013099999999999987
0.0618,0.06366000000000001,-0.00046988169670471715,36.21730382293767,0.0016600000000000018
0.06366000000000001,0.0615,-0.0002559767457103758,73.64185110664002,0.0032000000000000015
0.0615,0.06219,-0.00024558823298320796,30.1810865191147,0.002160000000000009
0.06219,0.06199,-0.0001762832854915531,59.83606557377044,0.0033000000000000043
0.06199,0.0604,-0.00013072375225647956,40.56939501779357,0.11399999999999999
0.0604,0.0619,-0.00020214769403640676,0.0,0.0020999999999999977
0.0619,0.059,-0.0001335335425546205,46.01226993865005,0.0014999999999999944
0.059,0.061,-0.0002817263884085123,0.0,0.0029
0.061,0.0627,-0.0002284456310415224,42.91845493562225,0.003389999999999997
0.0627,0.0621,-5.590105251806999e-05,79.39914163090128,0.002700000000000008
0.0621,0.06265,3.117974429022667e-05,66.52360515021455,0.0013999999999999985
0.06265,0.0622,0.00013728821424746542,78.32618025751054,0.0011999999999999927
0.0622,0.06231,0.00018185071287308706,68.66952789699558,0.0011800000000000005
0.06231,0.0622,0.00022139736250589295,71.03004291845478,0.0015000000000000013
0.0622,0.06202000000000001,0.00024016891431407868,68.66952789699558,0.0003099999999999978
0.06202000000000001,0.062,0.00023841203581920364,81.62162162162186,0.0006999999999999992
0.062,0.0622,0.00023340665477561786,81.08108108108095,0.0004199999999999898
0.0622,0.0619,0.00024174487129959894,86.48648648648633,0.00038000000000000533
0.0619,0.06191,0.00022316937502138613,78.37837837837819,0.001010000000000004
0.06191,0.0619,0.0002081423433512187,78.64864864864853,0.0005000000000000004
0.0619,0.06197,0.00019442767000447188,78.37837837837819,0.0003599999999999992
0.06197,0.0614,0.00018758334728790602,57.05882352941145,0.00010999999999999899
0.0614,0.06111000000000001,0.00013974686180259977,0.0,0.0007199999999999984
0.06111000000000001,0.0613,8.442690880761068e-05,0.0,0.0004000000000000045
0.0613,0.0614,5.988914492176034e-05,12.337662337661722,0.0011899999999999966
0.0614,0.06281,5.1322845218748636e-05,24.166666666666256,0.002109999999999994
0.06281,0.067,0.0001481244709879076,100.0,0.0023000000000000034
0.067,0.08685,0.0005152500005199115,100.00000000000001,0.004200000000000009
0.08685,0.0938,0.002183376602570108,100.0,0.07800000000000001
0.0938,0.0965,0.0037883772444748933,100.0,0.05199999999999999
0.0965,0.095,0.004988636119323301,100.0,0.05011
0.095,0.0949,0.0055583507838007275,95.76151455213336,0.011999999999999997
0.0949,0.105,0.00575934393796986,95.47894885560892,0.017000000000000015
0.105,0.102,0.006418949722482752,100.0,0.012999999999999998
0.102,0.105,0.006433971764620975,93.16473000683527,0.039999999999999994
0.105,0.101,0.006417065408683241,100.0,0.026999999999999996
0.101,0.102,0.0058687186935356605,90.88630667578038,0.0049999999999999906
0.102,0.1024,0.005315150889985582,93.13501144164759,0.00449999999999999
0.1024,0.097,0.004726465627298725,94.03669724770646,0.0059999999999999915
0.097,0.099,0.0037102693713492027,81.03816070158805,0.005400000000000002
0.099,0.107,0.00295178276466711,84.2105263157895,0.008999999999999994
0.107,0.1025,0.0028263968686443146,100.0,0.011999999999999997
0.1025,0.1055,0.0022512359902663696,65.90909090909088,0.007499999999999993
0.1055,0.115,0.0019129198762744375,87.60330578512395,0.006500000000000006
0.115,0.132,0.0022166998091475362,100.0,0.0845
0.132,0.1503,0.0034992877854172974,100.0,0.09991
0.1503,0.1877,0.005520476179514391,100.0,0.04799999999999999
0.1877,0.1731,0.00936253781016179,100.0,0.03970000000000001
0.1731,0.19,0.010623172170566178,83.90297684674752,0.0179
0.19,0.1989,0.012272108693508815,100.00000000000001,0.017000000000000015
0.1989,0.1925,0.013554065771802834,100.0,0.01150000000000001
0.1925,0.1955,0.013422727649068949,93.71933267909716,0.02789999999999998
0.1955,0.1938,0.012958443229907003,96.66339548577037,0.02350000000000002
0.1938,0.1931,0.01192207743445739,94.8948948948949,0.0050000000000000044
0.1931,0.23,0.010573585096366425,93.98340248962656,0.15000000000000002
0.23,0.26,0.011734979680444325,100.0,0.042899999999999994
0.26,0.39,0.014120463207127787,100.0,0.053800000000000014
0.39,0.34,0.0244552679557026,100.0,0.25980000000000003
0.34,0.243,0.027116601264827987,80.62015503875969,0.18399999999999994
0.243,0.21,0.02087739846323799,38.67334167709637,0.1439
0.21,0.24,0.013131721379766294,17.012448132780076,0.12399999999999994
0.24,0.2231,0.009078519063452854,30.84370677731673,0.09999999999999998
0.2231,0.2682,0.004381164231710234,16.549999999999994,0.03
0.2682,0.276,0.00382533124291929,38.329113924050624,0.06699999999999998
0.276,0.279,0.0035254927495135743,42.27848101265823,0.031799999999999995
0.279,0.2682,0.003067130592632153,43.62620619603861,0.028799999999999992
0.2682,0.223,0.0015174293486027793,38.14118842051803,0.014600000000000002
0.223,0.2299,-0.0032236542519231484,15.185373285931949,0.05200000000000002
0.2299,0.2678,-0.0063198661737649195,11.055555555555555,0.07839999999999997
0.2678,0.28,-0.005924728810981571,32.11111111111111,0.06090000000000004
0.28,0.28300000000000003,-0.004918611512900718,38.88888888888891,0.012200000000000044
0.28300000000000003,0.2767,-0.004168648188674587,56.15384615384617,0.021799999999999986
0.2767,0.2879,-0.004286144527616616,91.36986301369859,0.006700000000000039
0.2879,0.2829,-0.003750325284715049,100.0,0.018899999999999972
0.2829,0.28300000000000003,-0.0039296837849944095,92.29583975346686,0.011899999999999966
0.28300000000000003,0.28,-0.0042369939213933415,92.4499229583976,0.006900000000000017
0.28,0.2844,-0.004842447809244928,87.8274268104777,0.0050000000000000044
0.2844,0.28300000000000003,-0.005102029453996036,94.6070878274268,0.012899999999999967
0.28300000000000003,0.27,-0.005520026194711827,92.4499229583976,0.0017999999999999683
0.27,0.2299,-0.006862894191120052,72.41910631741143,0.014600000000000002
0.2299,0.2082,-0.010752835663308234,10.631741140215702,0.06390000000000001
0.2082,0.2275,-0.01498142444795822,0.0,0.025900000000000006
0.2275,0.255,-0.016353280416229635,24.215809284818082,0.021699999999999997
0.255,0.251,-0.015059655644281095,58.7202007528231,0.03730000000000003
0.251,0.205,-0.014172133228770346,53.70138017565873,0.012199999999999989
0.205,0.19,-0.01659846483082839,0.0,0.05390000000000003
0.19,0.204,-0.019039551110007893,0.0,0.044999999999999984
0.204,0.233,-0.019309433740005204,14.83050847457626,0.04089999999999999
0.233,0.2388,-0.016940814255366164,45.550847457627135,0.0776
0.2388,0.2,-0.014433603819726134,51.69491525423731,0.01999999999999999
0.2,0.204,-0.015094234265018316,10.593220338983063,0.06870000000000001
0.204,0.228,-0.014877533800204797,15.053763440860195,0.02149999999999999
0.228,0.22,-0.012596280295176225,47.5,0.0373
0.22,0.2299,-0.011215102064401936,46.15384615384615,0.021199999999999997
0.2299,0.2467,-0.009214767065555357,61.38461538461537,0.020000000000000018
0.2467,0.238,-0.00633579349775229,87.23076923076923,0.0368
0.238,0.25,-0.00475266595777471,73.84615384615383,0.008700000000000013
0.25,0.24,-0.0026422326753605813,98.36065573770492,0.032799999999999996
0.24,0.241,-0.001803787937165371,83.33333333333333,0.010000000000000009
0.241,0.2401,-0.0010972179230039154,84.99999999999999,0.008800000000000002
0.2401,0.267,-0.0006413413780881028,80.20000000000002,0.00990000000000002
0.267,0.24,0.0016198354387359202,100.0,0.03500000000000003
0.24,0.25,0.001210258803967457,59.701492537313406,0.027000000000000024
0.25,0.25,0.0015855461992269105,74.62686567164177,0.010000000000000009
0.25,0.248,0.0017825359671043465,73.01587301587301,0.009000000000000008
0.248,0.2499,0.0017018967738255389,59.57446808510636,0.008000000000000007
0.2499,0.265,0.0017061261578420932,63.61702127659575,0.0025000000000000022
0.265,0.265,0.0027158087133485925,94.60916442048517,0.02360000000000001
0.265,0.281,0.0033150529181030096,93.10344827586206,0.019000000000000017
0.281,0.3,0.004750701140569358,100.00000000000001,0.01980000000000004
0.3,0.3,0.006940281924665511,100.0,0.02999999999999997
0.3,0.3,0.008219606697827817,100.0,0.008999999999999952
0.3,0.3,0.008806895468927815,100.0,0.008000000000000007
0.3,0.3,0.008877434103921437,100.0,0.008000000000000007
0.3,0.295,0.00857123011589757,100.0,0.01100000000000001
0.295,0.2989,0.007640403400251459,91.66666666666666,0.010000000000000009
0.2989,0.299,0.0069291054317036135,97.8846153846154,0.01090000000000002
0.299,0.298,0.006114583586508043,98.07692307692307,0.009000000000000008
0.298,0.32,0.005167323688865237,96.15384615384616,0.009000000000000008
0.32,0.3229,0.00580208359384032,100.0,0.024500000000000022
0.3229,0.32299999999999995,0.006154223527088137,100.0,0.013900000000000023
0.32299999999999995,0.3266,0.006087805021712156,99.99999999999999,9.999999999993348e-05
0.3266,0.3266,0.005972712619318326,99.99999999999999,0.01150000000000001
0.3266,0.3188,0.005561703567247691,100.0,0.009000000000000008
0.3188,0.3176,0.004388812540736219,75.31645569620245,0.03770000000000001
0.3176,0.4,0.0031849668663361287,71.51898734177213,0.08740000000000003
0.4,0.386,0.007996124589019764,100.0,0.13240000000000002
0.386,0.3868,0.00996497960722955,86.66666666666667,0.015000000000000013
0.3868,0.3495,0.010918030223960103,87.42857142857139,0.014000000000000012
0.3495,0.313,0.008376572634999645,50.49019607843134,0.07179999999999997
0.313,0.313,0.003500023507788892,14.705882352941185,0.044499999999999984
0.313,0.39,-0.0002509368067392659,14.705882352941185,0.008000000000000007
0.39,0.4199,0.0024399644828584054,88.50574712643677,0.08000000000000002
0.4199,0.4443,0.006203023198823501,100.0,0.07200000000000001
0.4443,0.4424,0.010200075009280413,100.0,0.05429999999999996
0.4424,0.4199,0.012334752326178814,98.55293221629859,0.02429999999999999
0.4199,0.41,0.011595071270720854,81.41660319878143,0.06140000000000001
0.41,0.417,0.009743602713143989,73.87661843107388,0.024999999999999967
0.417,0.4212,0.008369488760096626,79.20792079207921,0.02959999999999996
0.4212,0.446,0.007165253922282348,82.40670220868245,0.04150000000000004
0.446,0.439,0.007590039815747844,100.0,0.02479999999999999
0.439,0.4799,0.006858213794051715,94.73684210526315,0.016000000000000014
0.4799,0.52,0.008765337757645455,99.99999999999999,0.04099999999999998
0.52,0.7,0.012404980858462866,100.0,0.48
0.7,0.716,0.027180099254640065,100.0,0.32999999999999996
0.716,0.69,0.03753036739487329,100.0,0.07000000000000006
0.69,0.8109999999999999,0.04137213010110347,91.5032679738562,0.09989999999999999
0.8109999999999999,0.92,0.05100867269816328,100.0,0.20999999999999996
0.92,0.8997,0.06350411942710224,100.0,0.1090000000000001
0.8997,0.89,0.06826129998426157,96.01960784313727,0.09000000000000008
0.89,0.918,0.06809344961919093,94.11764705882354,0.07000000000000006
0.918,1.09,0.0670872439401211,99.60238568588468,0.05630000000000002
1.09,0.9803,0.07578400491671328,100.0,0.27000000000000013
0.9803,1.07,0.07073412097536404,83.14900153609828,0.30000000000000004
1.07,1.08,0.07038751331110518,96.92780337941628,0.16360000000000008
1.08,1.05,0.06756611379041808,98.36092443861662,0.08940000000000003
1.05,1.07,0.06014090322778978,92.98245614035086,0.06000000000000005
1.07,1.05,0.05322755213210499,95.0,0.050000000000000044
1.05,1.05,0.04396327168774655,89.99999999999999,0.06000000000000005
1.05,1.04,0.03472269377010709,89.99999999999999,0.030000000000000027
1.04,0.8989,0.025036166523114994,82.07885304659497,0.030000000000000027
0.8989,0.949,0.00590343514700814,4.450000000000008,0.2599
0.949,0.85,-0.00555912684756929,29.49999999999996,0.14239999999999997
0.85,0.8345,-0.02194575881917568,0.0,0.119
0.8345,0.8702,-0.03526173218990136,0.0,0.04830000000000001
